Transaction_ID,Timestamp,User_ID,UPI_ID,Bank_Name,UPI_App,Amount,Status,Decline_Type,Failure_Reason
TXN102089,02/06/26 20:21,USR_4463,usr_4463@okhdfc,HDFC,Paytm,359.78,Success,NULL,None
TXN112976,02/06/26 20:22,USR_3975,usr_3975@okhdfc,HDFC,GPay,478.55,Failure,TD,Bank Server Timeout
TXN109235,02/06/26 20:22,USR_1294,usr_1294@oksbi,SBI,PhonePe,1581.93,Success,NULL,None
TXN104787,02/06/26 20:22,USR_4965,usr_4965@okicici,ICICI,Paytm,416.68,Success,NULL,None
TXN114465,02/06/26 20:22,USR_3997,usr_3997@oksbi,SBI,PhonePe,150.17,Success,NULL,None
TXN105762,02/06/26 20:22,USR_3657,usr_3657@oksbi,SBI,PhonePe,247.37,Failure,TD,Bank Server Timeout
TXN105589,02/06/26 20:22,USR_4237,usr_4237@oksbi,SBI,PhonePe,472.62,Failure,BD,Incorrect PIN
TXN104831,02/06/26 20:22,USR_2444,usr_2444@okicici,ICICI,GPay,11.58,Success,NULL,None
TXN104269,02/06/26 20:23,USR_4589,usr_4589@okicici,ICICI,GPay,2167.15,Success,NULL,None
TXN105842,02/06/26 20:23,USR_1634,usr_1634@oksbi,SBI,PhonePe,829.33,Failure,TD,Bank Server Timeout
TXN109011,02/06/26 20:23,USR_4999,usr_4999@oksbi,SBI,GPay,1316.52,Failure,TD,Bank Server Timeout
TXN110489,02/06/26 20:24,USR_4049,usr_4049@okhdfc,HDFC,Paytm,473.67,Success,NULL,None
TXN106611,02/06/26 20:24,USR_4545,usr_4545@oksbi,SBI,PhonePe,385.67,Failure,TD,Bank Server Timeout
TXN108230,02/06/26 20:25,USR_3891,usr_3891@okicici,ICICI,Paytm,479.11,Success,NULL,None
TXN109127,02/06/26 20:25,USR_2095,usr_2095@okhdfc,HDFC,PhonePe,4086.55,Success,NULL,None
TXN104040,02/06/26 20:26,USR_4037,usr_4037@okicici,ICICI,PhonePe,1680.86,Success,NULL,None
TXN110124,02/06/26 20:26,USR_1008,usr_1008@okicici,ICICI,PhonePe,2618.13,Success,NULL,None
TXN114420,02/06/26 20:26,USR_2889,usr_2889@okhdfc,HDFC,GPay,116.91,Success,NULL,None
TXN111409,02/06/26 20:27,USR_1388,usr_1388@okhdfc,HDFC,PhonePe,1337.77,Success,NULL,None
TXN108202,02/06/26 20:27,USR_2759,usr_2759@okaxis,AXIS,PhonePe,237.85,Success,NULL,None
TXN105483,02/06/26 20:28,USR_1816,usr_1816@okaxis,AXIS,Paytm,119.54,Success,NULL,None
TXN111212,02/06/26 20:28,USR_3127,usr_3127@oksbi,SBI,PhonePe,3129.75,Success,NULL,None
TXN113196,02/06/26 20:28,USR_4151,usr_4151@okhdfc,HDFC,PhonePe,429.92,Success,NULL,None
TXN108596,02/06/26 20:28,USR_1869,usr_1869@oksbi,SBI,GPay,1933.45,Success,NULL,None
TXN102859,02/06/26 20:28,USR_2306,usr_2306@oksbi,SBI,PhonePe,740.87,Success,NULL,None
TXN110869,02/06/26 20:29,USR_2439,usr_2439@okhdfc,HDFC,PhonePe,1604.97,Success,NULL,None
TXN113801,02/06/26 20:29,USR_4081,usr_4081@okicici,ICICI,GPay,483.35,Success,NULL,None
TXN112089,02/06/26 20:29,USR_3748,usr_3748@oksbi,SBI,GPay,407.3,Success,NULL,None
TXN113129,02/06/26 20:29,USR_2110,usr_2110@okhdfc,HDFC,GPay,4604.77,Success,NULL,None
TXN102175,02/06/26 20:29,USR_1403,usr_1403@oksbi,SBI,GPay,257.86,Success,NULL,None
TXN108883,02/06/26 20:30,USR_2765,usr_2765@okicici,ICICI,GPay,1074.99,Success,NULL,None
TXN106326,02/06/26 20:30,USR_1111,usr_1111@okhdfc,HDFC,PhonePe,128.68,Failure,BD,Insufficient Balance
TXN106745,02/06/26 20:30,USR_1676,usr_1676@okicici,ICICI,GPay,35.24,Success,NULL,None
TXN100084,02/06/26 20:30,USR_4882,usr_4882@oksbi,SBI,GPay,352.74,Success,NULL,None
TXN100559,02/06/26 20:31,USR_1198,usr_1198@oksbi,SBI,GPay,222.08,Success,NULL,None
TXN109532,02/06/26 20:31,USR_3425,usr_3425@okhdfc,HDFC,GPay,487.53,Failure,TD,Bank Server Timeout
TXN101728,02/06/26 20:31,USR_2236,usr_2236@oksbi,SBI,Paytm,176.4,Success,NULL,None
TXN109548,02/06/26 20:31,USR_1709,usr_1709@okicici,ICICI,GPay,3976.69,Success,NULL,None
TXN109936,02/06/26 20:31,USR_2907,usr_2907@okicici,ICICI,GPay,479.4,Success,NULL,None
TXN106861,02/06/26 20:31,USR_1008,usr_1008@oksbi,SBI,GPay,132.05,Failure,TD,Bank Server Timeout
TXN103485,02/06/26 20:31,USR_1893,usr_1893@okaxis,AXIS,PhonePe,296.43,Success,NULL,None
TXN102500,02/06/26 20:32,USR_1416,usr_1416@oksbi,SBI,PhonePe,236.35,Failure,TD,Bank Server Timeout
TXN111721,02/06/26 20:32,USR_2382,usr_2382@okicici,ICICI,Paytm,209,Success,NULL,None
TXN109777,02/06/26 20:32,USR_1593,usr_1593@okhdfc,HDFC,PhonePe,216.25,Success,NULL,None
TXN112877,02/06/26 20:33,USR_4038,usr_4038@okhdfc,HDFC,GPay,1351.89,Success,NULL,None
TXN109538,02/06/26 20:33,USR_2644,usr_2644@oksbi,SBI,Paytm,370.5,Success,NULL,None
TXN104546,02/06/26 20:33,USR_4741,usr_4741@okicici,ICICI,PhonePe,349.3,Success,NULL,None
TXN112579,02/06/26 20:34,USR_3783,usr_3783@okaxis,AXIS,GPay,445.79,Success,NULL,None
TXN100371,02/06/26 20:35,USR_2746,usr_2746@oksbi,SBI,GPay,2696.33,Success,NULL,None
TXN108678,02/06/26 20:35,USR_3333,usr_3333@okhdfc,HDFC,GPay,93.73,Success,NULL,None
TXN103058,02/06/26 20:35,USR_3248,usr_3248@oksbi,SBI,GPay,215.15,Failure,TD,Bank Server Timeout
TXN100716,02/06/26 20:35,USR_4056,usr_4056@okhdfc,HDFC,GPay,322.93,Success,NULL,None
TXN102679,02/06/26 20:36,USR_3379,usr_3379@oksbi,SBI,GPay,493.41,Failure,BD,Insufficient Balance
TXN109744,02/06/26 20:37,USR_3530,usr_3530@oksbi,SBI,PhonePe,410.65,Success,NULL,None
TXN103196,02/06/26 20:38,USR_3480,usr_3480@oksbi,SBI,PhonePe,1126.84,Failure,TD,Bank Server Timeout
TXN113655,02/06/26 20:39,USR_4439,usr_4439@oksbi,SBI,PhonePe,891.54,Failure,BD,Incorrect PIN
TXN106233,02/06/26 20:39,USR_3334,usr_3334@oksbi,SBI,GPay,195.84,Failure,TD,Bank Server Timeout
TXN106748,02/06/26 20:39,USR_2216,usr_2216@okaxis,AXIS,PhonePe,200.88,Success,NULL,None
TXN102124,02/06/26 20:39,USR_2092,usr_2092@okhdfc,HDFC,GPay,3061.3,Failure,TD,Bank Server Timeout
TXN104036,02/06/26 20:39,USR_1973,usr_1973@okicici,ICICI,GPay,1305.07,Success,NULL,None
TXN109765,02/06/26 20:39,USR_2187,usr_2187@okaxis,AXIS,GPay,1616.72,Success,NULL,None
TXN110301,02/06/26 20:39,USR_3738,usr_3738@okhdfc,HDFC,PhonePe,318.81,Success,NULL,None
TXN111992,02/06/26 20:40,USR_1969,usr_1969@oksbi,SBI,PhonePe,1226.59,Success,NULL,None
TXN104208,02/06/26 20:40,USR_2440,usr_2440@okaxis,AXIS,GPay,18.69,Success,NULL,None
TXN114275,02/06/26 20:40,USR_1038,usr_1038@okicici,ICICI,GPay,379.77,Failure,BD,Insufficient Balance
TXN108774,02/06/26 20:40,USR_4080,usr_4080@oksbi,SBI,PhonePe,384.78,Failure,BD,Insufficient Balance
TXN114589,02/06/26 20:41,USR_2995,usr_2995@okaxis,AXIS,GPay,359.62,Success,NULL,None
TXN106550,02/06/26 20:42,USR_2509,usr_2509@okhdfc,HDFC,GPay,818.71,Success,NULL,None
TXN113073,02/06/26 20:42,USR_3664,usr_3664@oksbi,SBI,PhonePe,90.16,Success,NULL,None
TXN111307,02/06/26 20:42,USR_2299,usr_2299@oksbi,SBI,PhonePe,3609.01,Failure,TD,Bank Server Timeout
TXN104138,02/06/26 20:42,USR_1227,usr_1227@oksbi,SBI,Paytm,904.32,Success,NULL,None
TXN106115,02/06/26 20:42,USR_4064,usr_4064@okicici,ICICI,PhonePe,239.09,Success,NULL,None
TXN114457,02/06/26 20:43,USR_4480,usr_4480@okhdfc,HDFC,PhonePe,89.1,Failure,TD,Bank Server Timeout
TXN106158,02/06/26 20:43,USR_1834,usr_1834@okhdfc,HDFC,PhonePe,193.98,Failure,TD,Bank Server Timeout
TXN106059,02/06/26 20:43,USR_1088,usr_1088@okaxis,AXIS,GPay,1530.2,Success,NULL,None
TXN105514,02/06/26 20:43,USR_2222,usr_2222@oksbi,SBI,PhonePe,224.57,Failure,BD,Insufficient Balance
TXN106432,02/06/26 20:43,USR_1322,usr_1322@okaxis,AXIS,GPay,494.26,Success,NULL,None
TXN114823,02/06/26 20:43,USR_2387,usr_2387@okicici,ICICI,PhonePe,423.85,Success,NULL,None
TXN108593,02/06/26 20:44,USR_4522,usr_4522@okhdfc,HDFC,PhonePe,1005.06,Success,NULL,None
TXN112594,02/06/26 20:44,USR_2196,usr_2196@oksbi,SBI,PhonePe,16.7,Success,NULL,None
TXN111290,02/06/26 20:45,USR_2077,usr_2077@okhdfc,HDFC,GPay,499.56,Success,NULL,None
TXN103854,02/06/26 20:45,USR_1152,usr_1152@okhdfc,HDFC,GPay,275.58,Failure,TD,Bank Server Timeout
TXN100074,02/06/26 20:45,USR_2669,usr_2669@okhdfc,HDFC,PhonePe,238.3,Failure,TD,Bank Server Timeout
TXN108798,02/06/26 20:45,USR_3470,usr_3470@okhdfc,HDFC,PhonePe,2414.7,Failure,BD,Incorrect PIN
TXN105787,02/06/26 20:46,USR_1165,usr_1165@okhdfc,HDFC,PhonePe,23.95,Failure,TD,Bank Server Timeout
TXN111905,02/06/26 20:46,USR_1127,usr_1127@okicici,ICICI,GPay,1346.46,Success,NULL,None
TXN109077,02/06/26 20:46,USR_3730,usr_3730@okaxis,AXIS,GPay,721.37,Failure,TD,Bank Server Timeout
TXN107434,02/06/26 20:46,USR_4503,usr_4503@oksbi,SBI,PhonePe,1277.46,Success,NULL,None
TXN108178,02/06/26 20:46,USR_2081,usr_2081@okhdfc,HDFC,PhonePe,462.68,Success,NULL,None
TXN113627,02/06/26 20:46,USR_1036,usr_1036@oksbi,SBI,Paytm,46.98,Success,NULL,None
TXN104592,02/06/26 20:46,USR_4761,usr_4761@okaxis,AXIS,Paytm,480.21,Success,NULL,None
TXN104457,02/06/26 20:46,USR_3834,usr_3834@okhdfc,HDFC,Paytm,3248.43,Failure,BD,Insufficient Balance
TXN112419,02/06/26 20:47,USR_1449,usr_1449@okaxis,AXIS,GPay,42.86,Success,NULL,None
TXN105632,02/06/26 20:47,USR_2222,usr_2222@okicici,ICICI,PhonePe,351.19,Failure,BD,Insufficient Balance
TXN104486,02/06/26 20:47,USR_1518,usr_1518@oksbi,SBI,GPay,178.75,Success,NULL,None
TXN101328,02/06/26 20:47,USR_4372,usr_4372@oksbi,SBI,GPay,4834.88,Failure,TD,Bank Server Timeout
TXN100149,02/06/26 20:48,USR_3966,usr_3966@okaxis,AXIS,Paytm,204.73,Success,NULL,None
TXN113154,02/06/26 20:48,USR_4103,usr_4103@okhdfc,HDFC,GPay,4822.42,Success,NULL,None
TXN111254,02/06/26 20:48,USR_3679,usr_3679@oksbi,SBI,GPay,85.01,Failure,TD,Bank Server Timeout
TXN100581,02/06/26 20:48,USR_3299,usr_3299@okicici,ICICI,PhonePe,1971.72,Failure,TD,Bank Server Timeout
TXN101949,02/06/26 20:49,USR_1179,usr_1179@oksbi,SBI,GPay,474.81,Success,NULL,None
TXN106029,02/06/26 20:49,USR_3936,usr_3936@okhdfc,HDFC,GPay,291.6,Success,NULL,None
TXN105279,02/06/26 20:49,USR_2037,usr_2037@okhdfc,HDFC,Paytm,438.87,Success,NULL,None
TXN112919,02/06/26 20:49,USR_4585,usr_4585@okicici,ICICI,PhonePe,105.71,Success,NULL,None
TXN114937,02/06/26 20:49,USR_1424,usr_1424@okaxis,AXIS,PhonePe,141.71,Success,NULL,None
TXN107253,02/06/26 20:50,USR_4593,usr_4593@okicici,ICICI,GPay,88.32,Success,NULL,None
TXN101107,02/06/26 20:50,USR_4837,usr_4837@okicici,ICICI,PhonePe,1833.7,Success,NULL,None
TXN108986,02/06/26 20:51,USR_3459,usr_3459@okhdfc,HDFC,PhonePe,4966.69,Failure,TD,Bank Server Timeout
TXN106658,02/06/26 20:51,USR_2153,usr_2153@okhdfc,HDFC,Paytm,448.63,Failure,TD,Bank Server Timeout
TXN103733,02/06/26 20:51,USR_1434,usr_1434@oksbi,SBI,PhonePe,177.29,Success,NULL,None
TXN106829,02/06/26 20:51,USR_1785,usr_1785@oksbi,SBI,GPay,172.08,Failure,TD,Bank Server Timeout
TXN105623,02/06/26 20:51,USR_4375,usr_4375@oksbi,SBI,GPay,1987.69,Success,NULL,None
TXN102323,02/06/26 20:52,USR_1120,usr_1120@okhdfc,HDFC,PhonePe,173.95,Success,NULL,None
TXN111495,02/06/26 20:52,USR_2714,usr_2714@okhdfc,HDFC,PhonePe,1024.27,Success,NULL,None
TXN114560,02/06/26 20:52,USR_4138,usr_4138@oksbi,SBI,GPay,451.73,Success,NULL,None
TXN106742,02/06/26 20:52,USR_2367,usr_2367@okhdfc,HDFC,PhonePe,240.59,Success,NULL,None
TXN113116,02/06/26 20:53,USR_2597,usr_2597@oksbi,SBI,GPay,492.68,Success,NULL,None
TXN106203,02/06/26 20:53,USR_3481,usr_3481@oksbi,SBI,Paytm,77.54,Success,NULL,None
TXN104476,02/06/26 20:53,USR_3526,usr_3526@oksbi,SBI,PhonePe,434.85,Success,NULL,None
TXN107989,02/06/26 20:53,USR_2728,usr_2728@okhdfc,HDFC,GPay,240.35,Success,NULL,None
TXN102773,02/06/26 20:53,USR_3957,usr_3957@okicici,ICICI,Paytm,401.38,Failure,TD,Bank Server Timeout
TXN111339,02/06/26 20:53,USR_3548,usr_3548@okhdfc,HDFC,Paytm,451.18,Success,NULL,None
TXN103950,02/06/26 20:54,USR_2274,usr_2274@oksbi,SBI,Paytm,477.75,Failure,TD,Bank Server Timeout
TXN110200,02/06/26 20:54,USR_1814,usr_1814@oksbi,SBI,GPay,213.39,Success,NULL,None
TXN105974,02/06/26 20:55,USR_3362,usr_3362@oksbi,SBI,Paytm,267.38,Success,NULL,None
TXN113701,02/06/26 20:55,USR_1339,usr_1339@okicici,ICICI,GPay,1190.38,Failure,BD,Insufficient Balance
TXN110347,02/06/26 20:55,USR_1465,usr_1465@okhdfc,HDFC,PhonePe,477.71,Success,NULL,None
TXN103308,02/06/26 20:55,USR_1321,usr_1321@okhdfc,HDFC,PhonePe,197.93,Failure,BD,Incorrect PIN
TXN112076,02/06/26 20:55,USR_1205,usr_1205@okicici,ICICI,Paytm,473.16,Success,NULL,None
TXN102386,02/06/26 20:55,USR_4590,usr_4590@okhdfc,HDFC,PhonePe,262.5,Success,NULL,None
TXN111994,02/06/26 20:55,USR_1723,usr_1723@okhdfc,HDFC,PhonePe,1024.32,Failure,TD,Bank Server Timeout
TXN103206,02/06/26 20:55,USR_2680,usr_2680@okhdfc,HDFC,Paytm,325.03,Success,NULL,None
TXN107506,02/06/26 20:55,USR_3129,usr_3129@oksbi,SBI,PhonePe,1365.89,Failure,TD,Bank Server Timeout
TXN110077,02/06/26 20:55,USR_4601,usr_4601@oksbi,SBI,PhonePe,275.47,Success,NULL,None
TXN110070,02/06/26 20:56,USR_4359,usr_4359@oksbi,SBI,PhonePe,370.89,Success,NULL,None
TXN112183,02/06/26 20:56,USR_3434,usr_3434@okicici,ICICI,GPay,4457.34,Success,NULL,None
TXN103186,02/06/26 20:56,USR_3412,usr_3412@oksbi,SBI,PhonePe,283.51,Success,NULL,None
TXN114622,02/06/26 20:56,USR_3083,usr_3083@oksbi,SBI,PhonePe,1257.13,Failure,BD,Incorrect PIN
TXN103982,02/06/26 20:56,USR_3423,usr_3423@okaxis,AXIS,PhonePe,53.21,Success,NULL,None
TXN108325,02/06/26 20:57,USR_4268,usr_4268@oksbi,SBI,Paytm,4144.29,Success,NULL,None
TXN102766,02/06/26 20:57,USR_3589,usr_3589@okhdfc,HDFC,PhonePe,4118.55,Success,NULL,None
TXN103973,02/06/26 20:57,USR_2356,usr_2356@okaxis,AXIS,GPay,260.74,Success,NULL,None
TXN112985,02/06/26 20:57,USR_3861,usr_3861@oksbi,SBI,Paytm,1529.79,Success,NULL,None
TXN110998,02/06/26 20:58,USR_3204,usr_3204@okhdfc,HDFC,GPay,486.58,Success,NULL,None
TXN110222,02/06/26 20:58,USR_4120,usr_4120@okhdfc,HDFC,Paytm,4853.16,Failure,TD,Bank Server Timeout
TXN114397,02/06/26 20:58,USR_1156,usr_1156@okhdfc,HDFC,GPay,50.17,Success,NULL,None
TXN114401,02/06/26 20:58,USR_2468,usr_2468@okhdfc,HDFC,GPay,524.78,Success,NULL,None
TXN114578,02/06/26 20:59,USR_1319,usr_1319@oksbi,SBI,PhonePe,191.1,Failure,TD,Bank Server Timeout
TXN113668,02/06/26 20:59,USR_4896,usr_4896@oksbi,SBI,PhonePe,390.74,Success,NULL,None
TXN112829,02/06/26 20:59,USR_1311,usr_1311@okaxis,AXIS,GPay,1540.43,Success,NULL,None
TXN114091,02/06/26 20:59,USR_1949,usr_1949@okhdfc,HDFC,PhonePe,1107.12,Failure,BD,Incorrect PIN
TXN107583,02/06/26 21:00,USR_3263,usr_3263@oksbi,SBI,GPay,186.7,Failure,TD,Bank Server Timeout
TXN110099,02/06/26 21:01,USR_2167,usr_2167@okaxis,AXIS,PhonePe,268.12,Success,NULL,None
TXN103190,02/06/26 21:01,USR_2629,usr_2629@okhdfc,HDFC,PhonePe,332.65,Success,NULL,None
TXN104101,02/06/26 21:02,USR_2082,usr_2082@okhdfc,HDFC,GPay,215.9,Success,NULL,None
TXN113092,02/06/26 21:02,USR_2111,usr_2111@oksbi,SBI,PhonePe,287.31,Success,NULL,None
TXN108761,02/06/26 21:02,USR_4047,usr_4047@okhdfc,HDFC,PhonePe,258.63,Success,NULL,None
TXN112218,02/06/26 21:02,USR_2339,usr_2339@okicici,ICICI,Paytm,490.49,Success,NULL,None
TXN113438,02/06/26 21:03,USR_3613,usr_3613@okhdfc,HDFC,GPay,1014.9,Success,NULL,None
TXN104692,02/06/26 21:03,USR_1905,usr_1905@oksbi,SBI,PhonePe,149.4,Success,NULL,None
TXN108743,02/06/26 21:03,USR_3060,usr_3060@okhdfc,HDFC,PhonePe,995.25,Failure,TD,Bank Server Timeout
TXN108161,02/06/26 21:04,USR_3509,usr_3509@oksbi,SBI,GPay,547.29,Success,NULL,None
TXN114296,02/06/26 21:04,USR_2200,usr_2200@okicici,ICICI,GPay,371.11,Success,NULL,None
TXN114776,02/06/26 21:05,USR_1052,usr_1052@oksbi,SBI,GPay,1691.01,Success,NULL,None
TXN101258,02/06/26 21:05,USR_1510,usr_1510@oksbi,SBI,PhonePe,177.65,Success,NULL,None
TXN101932,02/06/26 21:05,USR_4063,usr_4063@okhdfc,HDFC,PhonePe,3628.82,Success,NULL,None
TXN104737,02/06/26 21:06,USR_3905,usr_3905@oksbi,SBI,GPay,72.91,Failure,BD,Insufficient Balance
TXN103610,02/06/26 21:06,USR_1642,usr_1642@okaxis,AXIS,PhonePe,416.32,Failure,BD,Incorrect PIN
TXN101504,02/06/26 21:07,USR_3356,usr_3356@oksbi,SBI,PhonePe,42.27,Failure,TD,Bank Server Timeout
TXN110048,02/06/26 21:07,USR_3535,usr_3535@oksbi,SBI,PhonePe,2900.42,Failure,TD,Bank Server Timeout
TXN110965,02/06/26 21:07,USR_3829,usr_3829@okicici,ICICI,GPay,203.08,Failure,BD,Incorrect PIN
TXN102504,02/06/26 21:07,USR_1111,usr_1111@okicici,ICICI,Paytm,4411.16,Failure,BD,Insufficient Balance
TXN111122,02/06/26 21:08,USR_4539,usr_4539@okhdfc,HDFC,GPay,494.63,Failure,TD,Bank Server Timeout
TXN107262,02/06/26 21:08,USR_3042,usr_3042@okicici,ICICI,PhonePe,70.96,Success,NULL,None
TXN110047,02/06/26 21:08,USR_3081,usr_3081@okhdfc,HDFC,Paytm,602.82,Failure,TD,Bank Server Timeout
TXN106247,02/06/26 21:08,USR_1626,usr_1626@okhdfc,HDFC,PhonePe,386.81,Failure,TD,Bank Server Timeout
TXN111041,02/06/26 21:09,USR_4319,usr_4319@okaxis,AXIS,GPay,424.61,Failure,BD,Incorrect PIN
TXN110361,02/06/26 21:09,USR_4111,usr_4111@okhdfc,HDFC,GPay,410.58,Success,NULL,None
TXN109295,02/06/26 21:09,USR_3162,usr_3162@okicici,ICICI,GPay,1785.29,Success,NULL,None
TXN100067,02/06/26 21:09,USR_4656,usr_4656@okicici,ICICI,PhonePe,1655.3,Success,NULL,None
TXN108204,02/06/26 21:11,USR_3978,usr_3978@okhdfc,HDFC,GPay,403.01,Success,NULL,None
TXN113472,02/06/26 21:11,USR_2595,usr_2595@okhdfc,HDFC,PhonePe,3923.19,Failure,TD,Bank Server Timeout
TXN111697,02/06/26 21:12,USR_1685,usr_1685@okhdfc,HDFC,PhonePe,140.15,Success,NULL,None
TXN103205,02/06/26 21:12,USR_2821,usr_2821@oksbi,SBI,Paytm,1488.89,Success,NULL,None
TXN101169,02/06/26 21:12,USR_4626,usr_4626@okhdfc,HDFC,Paytm,95.4,Success,NULL,None
TXN105410,02/06/26 21:12,USR_3673,usr_3673@oksbi,SBI,PhonePe,2247.65,Success,NULL,None
TXN100952,02/06/26 21:13,USR_2740,usr_2740@oksbi,SBI,PhonePe,394.17,Failure,TD,Bank Server Timeout
TXN100206,02/06/26 21:13,USR_2991,usr_2991@oksbi,SBI,GPay,499.99,Failure,TD,Bank Server Timeout
TXN106605,02/06/26 21:13,USR_1018,usr_1018@oksbi,SBI,PhonePe,421.31,Failure,TD,Bank Server Timeout
TXN111373,02/06/26 21:14,USR_4744,usr_4744@oksbi,SBI,GPay,99.83,Success,NULL,None
TXN110264,02/06/26 21:15,USR_3722,usr_3722@oksbi,SBI,PhonePe,240.56,Success,NULL,None
TXN106166,02/06/26 21:15,USR_1527,usr_1527@okaxis,AXIS,GPay,147.78,Success,NULL,None
TXN103389,02/06/26 21:16,USR_1111,usr_1111@oksbi,SBI,PhonePe,230.71,Failure,BD,Insufficient Balance
TXN106404,02/06/26 21:16,USR_3136,usr_3136@oksbi,SBI,PhonePe,357.79,Success,NULL,None
TXN106859,02/06/26 21:16,USR_3022,usr_3022@okhdfc,HDFC,PhonePe,303.24,Failure,TD,Bank Server Timeout
TXN105215,02/06/26 21:16,USR_3468,usr_3468@oksbi,SBI,GPay,240.56,Success,NULL,None
TXN110958,02/06/26 21:17,USR_3671,usr_3671@okhdfc,HDFC,PhonePe,140.29,Success,NULL,None
TXN113704,02/06/26 21:17,USR_3930,usr_3930@oksbi,SBI,GPay,1593.87,Success,NULL,None
TXN100795,02/06/26 21:17,USR_2536,usr_2536@okhdfc,HDFC,GPay,422.78,Success,NULL,None
TXN102140,02/06/26 21:18,USR_2140,usr_2140@okicici,ICICI,PhonePe,779.84,Success,NULL,None
TXN105012,02/06/26 21:18,USR_4826,usr_4826@okhdfc,HDFC,PhonePe,519.54,Failure,TD,Bank Server Timeout
TXN112353,02/06/26 21:18,USR_1936,usr_1936@okhdfc,HDFC,Paytm,821.35,Failure,TD,Bank Server Timeout
TXN103213,02/06/26 21:18,USR_2260,usr_2260@oksbi,SBI,PhonePe,140.99,Success,NULL,None
TXN105364,02/06/26 21:20,USR_1782,usr_1782@oksbi,SBI,PhonePe,31.61,Success,NULL,None
TXN110529,02/06/26 21:20,USR_1421,usr_1421@oksbi,SBI,PhonePe,1316.2,Failure,TD,Bank Server Timeout
TXN102901,02/06/26 21:20,USR_3526,usr_3526@okicici,ICICI,GPay,287.1,Success,NULL,None
TXN101903,02/06/26 21:20,USR_4924,usr_4924@oksbi,SBI,PhonePe,167.61,Success,NULL,None
TXN105542,02/06/26 21:20,USR_3508,usr_3508@okhdfc,HDFC,PhonePe,492.09,Success,NULL,None
TXN100984,02/06/26 21:21,USR_4133,usr_4133@okicici,ICICI,PhonePe,91.65,Success,NULL,None
TXN109436,02/06/26 21:21,USR_1596,usr_1596@okhdfc,HDFC,GPay,105.63,Success,NULL,None
TXN112878,02/06/26 21:21,USR_2504,usr_2504@oksbi,SBI,PhonePe,492.71,Success,NULL,None
TXN114584,02/06/26 21:21,USR_4206,usr_4206@okaxis,AXIS,PhonePe,129.98,Success,NULL,None
TXN112743,02/06/26 21:21,USR_3197,usr_3197@okhdfc,HDFC,Paytm,456.31,Failure,TD,Bank Server Timeout
TXN112681,02/06/26 21:22,USR_4875,usr_4875@oksbi,SBI,PhonePe,4987.97,Success,NULL,None
TXN103650,02/06/26 21:23,USR_2193,usr_2193@oksbi,SBI,Paytm,35.45,Failure,TD,Bank Server Timeout
TXN108694,02/06/26 21:23,USR_3648,usr_3648@okhdfc,HDFC,GPay,1365.96,Failure,TD,Bank Server Timeout
TXN111088,02/06/26 21:23,USR_1423,usr_1423@oksbi,SBI,PhonePe,133.78,Failure,BD,Incorrect PIN
TXN102625,02/06/26 21:24,USR_1322,usr_1322@okaxis,AXIS,PhonePe,12.86,Success,NULL,None
TXN113373,02/06/26 21:24,USR_1981,usr_1981@okaxis,AXIS,GPay,475.53,Success,NULL,None
TXN106246,02/06/26 21:24,USR_2817,usr_2817@okhdfc,HDFC,GPay,466.52,Success,NULL,None
TXN114067,02/06/26 21:24,USR_2714,usr_2714@okaxis,AXIS,Paytm,150.92,Success,NULL,None
TXN101607,02/06/26 21:24,USR_3691,usr_3691@oksbi,SBI,GPay,1072.25,Failure,BD,Incorrect PIN
TXN108834,02/06/26 21:24,USR_3015,usr_3015@okhdfc,HDFC,PhonePe,286.6,Success,NULL,None
TXN105120,02/06/26 21:25,USR_4842,usr_4842@okhdfc,HDFC,GPay,657.13,Success,NULL,None
TXN109172,02/06/26 21:25,USR_3063,usr_3063@oksbi,SBI,PhonePe,390.59,Failure,TD,Bank Server Timeout
TXN103175,02/06/26 21:25,USR_1938,usr_1938@okhdfc,HDFC,GPay,192.46,Success,NULL,None
TXN102980,02/06/26 21:25,USR_3703,usr_3703@okhdfc,HDFC,GPay,258.95,Failure,TD,Bank Server Timeout
TXN101870,02/06/26 21:25,USR_2716,usr_2716@okhdfc,HDFC,PhonePe,104.75,Failure,BD,Insufficient Balance
TXN105216,02/06/26 21:25,USR_4833,usr_4833@okicici,ICICI,PhonePe,77.32,Success,NULL,None
TXN102922,02/06/26 21:27,USR_1503,usr_1503@oksbi,SBI,PhonePe,142.98,Failure,TD,Bank Server Timeout
TXN102381,02/06/26 21:28,USR_4407,usr_4407@oksbi,SBI,PhonePe,240.5,Failure,TD,Bank Server Timeout
TXN103725,02/06/26 21:30,USR_2458,usr_2458@okhdfc,HDFC,Paytm,381.16,Failure,TD,Bank Server Timeout
TXN110447,02/06/26 21:30,USR_2926,usr_2926@oksbi,SBI,Paytm,77.9,Success,NULL,None
TXN113804,02/06/26 21:30,USR_2915,usr_2915@oksbi,SBI,GPay,280.22,Success,NULL,None
TXN113294,02/06/26 21:32,USR_1909,usr_1909@oksbi,SBI,PhonePe,172.48,Success,NULL,None
TXN104748,02/06/26 21:32,USR_2181,usr_2181@okaxis,AXIS,PhonePe,32.07,Success,NULL,None
TXN111976,02/06/26 21:32,USR_4211,usr_4211@oksbi,SBI,PhonePe,149.47,Failure,TD,Bank Server Timeout
